scholarly_search_id,person_id,name_en,name_zh,search_type,url,purpose
SS0533,FM049,Hubert Laws,休伯特・勞斯,worldcat_dissertations,https://search.worldcat.org/search?q=%22Hubert%20Laws%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0534,FM049,Hubert Laws,休伯特・勞斯,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Hubert%20Laws%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0535,FM049,Hubert Laws,休伯特・勞斯,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Hubert%20Laws%22%20flute,Search JSTOR for journals and book chapters.
SS0536,FM049,Hubert Laws,休伯特・勞斯,project_muse,https://muse.jhu.edu/search?action=search&query=%22Hubert%20Laws%22%20flute,Search Project MUSE for humanities scholarship.
SS0537,FM049,Hubert Laws,休伯特・勞斯,proquest,https://www.proquest.com/search?query=%22Hubert%20Laws%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0538,FM049,Hubert Laws,休伯特・勞斯,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0539,FM049,Hubert Laws,休伯特・勞斯,nfa_site,https://www.google.com/search?q=%22Hubert%20Laws%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0540,FM050,James Pellerite,詹姆斯・佩勒賴特,google_scholar,https://scholar.google.com/scholar?q=%22James%20Pellerite%22%20flute,"Search Google Scholar for papers, citations and books."
SS0541,FM050,James Pellerite,詹姆斯・佩勒賴特,crossref,https://search.crossref.org/?q=%22James%20Pellerite%22%20flute,Search Crossref for DOI-bearing publications.
SS0542,FM050,James Pellerite,詹姆斯・佩勒賴特,semantic_scholar,https://www.semanticscholar.org/search?q=%22James%20Pellerite%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0543,FM050,James Pellerite,詹姆斯・佩勒賴特,worldcat_books,https://search.worldcat.org/search?q=%22James%20Pellerite%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0544,FM050,James Pellerite,詹姆斯・佩勒賴特,worldcat_dissertations,https://search.worldcat.org/search?q=%22James%20Pellerite%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0545,FM050,James Pellerite,詹姆斯・佩勒賴特,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22James%20Pellerite%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0546,FM050,James Pellerite,詹姆斯・佩勒賴特,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22James%20Pellerite%22%20flute,Search JSTOR for journals and book chapters.
SS0547,FM050,James Pellerite,詹姆斯・佩勒賴特,project_muse,https://muse.jhu.edu/search?action=search&query=%22James%20Pellerite%22%20flute,Search Project MUSE for humanities scholarship.
SS0548,FM050,James Pellerite,詹姆斯・佩勒賴特,proquest,https://www.proquest.com/search?query=%22James%20Pellerite%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0549,FM050,James Pellerite,詹姆斯・佩勒賴特,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0550,FM050,James Pellerite,詹姆斯・佩勒賴特,nfa_site,https://www.google.com/search?q=%22James%20Pellerite%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0551,FM051,Robert Dick,羅伯特・迪克,google_scholar,https://scholar.google.com/scholar?q=%22Robert%20Dick%22%20flute,"Search Google Scholar for papers, citations and books."
SS0552,FM051,Robert Dick,羅伯特・迪克,crossref,https://search.crossref.org/?q=%22Robert%20Dick%22%20flute,Search Crossref for DOI-bearing publications.
SS0553,FM051,Robert Dick,羅伯特・迪克,semantic_scholar,https://www.semanticscholar.org/search?q=%22Robert%20Dick%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0554,FM051,Robert Dick,羅伯特・迪克,worldcat_books,https://search.worldcat.org/search?q=%22Robert%20Dick%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0555,FM051,Robert Dick,羅伯特・迪克,worldcat_dissertations,https://search.worldcat.org/search?q=%22Robert%20Dick%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0556,FM051,Robert Dick,羅伯特・迪克,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Robert%20Dick%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0557,FM051,Robert Dick,羅伯特・迪克,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Robert%20Dick%22%20flute,Search JSTOR for journals and book chapters.
SS0558,FM051,Robert Dick,羅伯特・迪克,project_muse,https://muse.jhu.edu/search?action=search&query=%22Robert%20Dick%22%20flute,Search Project MUSE for humanities scholarship.
SS0559,FM051,Robert Dick,羅伯特・迪克,proquest,https://www.proquest.com/search?query=%22Robert%20Dick%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0560,FM051,Robert Dick,羅伯特・迪克,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0561,FM051,Robert Dick,羅伯特・迪克,nfa_site,https://www.google.com/search?q=%22Robert%20Dick%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0562,FM052,Harvey Sollberger,哈維・索爾伯格,google_scholar,https://scholar.google.com/scholar?q=%22Harvey%20Sollberger%22%20flute,"Search Google Scholar for papers, citations and books."
SS0563,FM052,Harvey Sollberger,哈維・索爾伯格,crossref,https://search.crossref.org/?q=%22Harvey%20Sollberger%22%20flute,Search Crossref for DOI-bearing publications.
SS0564,FM052,Harvey Sollberger,哈維・索爾伯格,semantic_scholar,https://www.semanticscholar.org/search?q=%22Harvey%20Sollberger%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0565,FM052,Harvey Sollberger,哈維・索爾伯格,worldcat_books,https://search.worldcat.org/search?q=%22Harvey%20Sollberger%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0566,FM052,Harvey Sollberger,哈維・索爾伯格,worldcat_dissertations,https://search.worldcat.org/search?q=%22Harvey%20Sollberger%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0567,FM052,Harvey Sollberger,哈維・索爾伯格,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Harvey%20Sollberger%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0568,FM052,Harvey Sollberger,哈維・索爾伯格,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Harvey%20Sollberger%22%20flute,Search JSTOR for journals and book chapters.
SS0569,FM052,Harvey Sollberger,哈維・索爾伯格,project_muse,https://muse.jhu.edu/search?action=search&query=%22Harvey%20Sollberger%22%20flute,Search Project MUSE for humanities scholarship.
SS0570,FM052,Harvey Sollberger,哈維・索爾伯格,proquest,https://www.proquest.com/search?query=%22Harvey%20Sollberger%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0571,FM052,Harvey Sollberger,哈維・索爾伯格,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0572,FM052,Harvey Sollberger,哈維・索爾伯格,nfa_site,https://www.google.com/search?q=%22Harvey%20Sollberger%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0573,FM053,András Adorján,安德拉什・阿多揚,google_scholar,https://scholar.google.com/scholar?q=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute,"Search Google Scholar for papers, citations and books."
SS0574,FM053,András Adorján,安德拉什・阿多揚,crossref,https://search.crossref.org/?q=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute,Search Crossref for DOI-bearing publications.
SS0575,FM053,András Adorján,安德拉什・阿多揚,semantic_scholar,https://www.semanticscholar.org/search?q=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0576,FM053,András Adorján,安德拉什・阿多揚,worldcat_books,https://search.worldcat.org/search?q=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0577,FM053,András Adorján,安德拉什・阿多揚,worldcat_dissertations,https://search.worldcat.org/search?q=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0578,FM053,András Adorján,安德拉什・阿多揚,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0579,FM053,András Adorján,安德拉什・阿多揚,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute,Search JSTOR for journals and book chapters.
SS0580,FM053,András Adorján,安德拉什・阿多揚,project_muse,https://muse.jhu.edu/search?action=search&query=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute,Search Project MUSE for humanities scholarship.
SS0581,FM053,András Adorján,安德拉什・阿多揚,proquest,https://www.proquest.com/search?query=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0582,FM053,András Adorján,安德拉什・阿多揚,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0583,FM053,András Adorján,安德拉什・阿多揚,nfa_site,https://www.google.com/search?q=%22Andr%C3%A1s%20Adorj%C3%A1n%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0584,FM054,Keith Underwood,基思・安德伍德,google_scholar,https://scholar.google.com/scholar?q=%22Keith%20Underwood%22%20flute,"Search Google Scholar for papers, citations and books."
SS0585,FM054,Keith Underwood,基思・安德伍德,crossref,https://search.crossref.org/?q=%22Keith%20Underwood%22%20flute,Search Crossref for DOI-bearing publications.
SS0586,FM054,Keith Underwood,基思・安德伍德,semantic_scholar,https://www.semanticscholar.org/search?q=%22Keith%20Underwood%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0587,FM054,Keith Underwood,基思・安德伍德,worldcat_books,https://search.worldcat.org/search?q=%22Keith%20Underwood%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0588,FM054,Keith Underwood,基思・安德伍德,worldcat_dissertations,https://search.worldcat.org/search?q=%22Keith%20Underwood%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0589,FM054,Keith Underwood,基思・安德伍德,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Keith%20Underwood%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0590,FM054,Keith Underwood,基思・安德伍德,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Keith%20Underwood%22%20flute,Search JSTOR for journals and book chapters.
SS0591,FM054,Keith Underwood,基思・安德伍德,project_muse,https://muse.jhu.edu/search?action=search&query=%22Keith%20Underwood%22%20flute,Search Project MUSE for humanities scholarship.
SS0592,FM054,Keith Underwood,基思・安德伍德,proquest,https://www.proquest.com/search?query=%22Keith%20Underwood%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0593,FM054,Keith Underwood,基思・安德伍德,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0594,FM054,Keith Underwood,基思・安德伍德,nfa_site,https://www.google.com/search?q=%22Keith%20Underwood%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0595,FM055,Jim Walker,吉姆・沃克,google_scholar,https://scholar.google.com/scholar?q=%22Jim%20Walker%22%20flute,"Search Google Scholar for papers, citations and books."
SS0596,FM055,Jim Walker,吉姆・沃克,crossref,https://search.crossref.org/?q=%22Jim%20Walker%22%20flute,Search Crossref for DOI-bearing publications.
SS0597,FM055,Jim Walker,吉姆・沃克,semantic_scholar,https://www.semanticscholar.org/search?q=%22Jim%20Walker%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0598,FM055,Jim Walker,吉姆・沃克,worldcat_books,https://search.worldcat.org/search?q=%22Jim%20Walker%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0599,FM055,Jim Walker,吉姆・沃克,worldcat_dissertations,https://search.worldcat.org/search?q=%22Jim%20Walker%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0600,FM055,Jim Walker,吉姆・沃克,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Jim%20Walker%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0601,FM055,Jim Walker,吉姆・沃克,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Jim%20Walker%22%20flute,Search JSTOR for journals and book chapters.
SS0602,FM055,Jim Walker,吉姆・沃克,project_muse,https://muse.jhu.edu/search?action=search&query=%22Jim%20Walker%22%20flute,Search Project MUSE for humanities scholarship.
SS0603,FM055,Jim Walker,吉姆・沃克,proquest,https://www.proquest.com/search?query=%22Jim%20Walker%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0604,FM055,Jim Walker,吉姆・沃克,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0605,FM055,Jim Walker,吉姆・沃克,nfa_site,https://www.google.com/search?q=%22Jim%20Walker%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0606,FM056,Barthold Kuijken,巴托爾德・奎肯,google_scholar,https://scholar.google.com/scholar?q=%22Barthold%20Kuijken%22%20flute,"Search Google Scholar for papers, citations and books."
SS0607,FM056,Barthold Kuijken,巴托爾德・奎肯,crossref,https://search.crossref.org/?q=%22Barthold%20Kuijken%22%20flute,Search Crossref for DOI-bearing publications.
SS0608,FM056,Barthold Kuijken,巴托爾德・奎肯,semantic_scholar,https://www.semanticscholar.org/search?q=%22Barthold%20Kuijken%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0609,FM056,Barthold Kuijken,巴托爾德・奎肯,worldcat_books,https://search.worldcat.org/search?q=%22Barthold%20Kuijken%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0610,FM056,Barthold Kuijken,巴托爾德・奎肯,worldcat_dissertations,https://search.worldcat.org/search?q=%22Barthold%20Kuijken%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0611,FM056,Barthold Kuijken,巴托爾德・奎肯,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Barthold%20Kuijken%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0612,FM056,Barthold Kuijken,巴托爾德・奎肯,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Barthold%20Kuijken%22%20flute,Search JSTOR for journals and book chapters.
SS0613,FM056,Barthold Kuijken,巴托爾德・奎肯,project_muse,https://muse.jhu.edu/search?action=search&query=%22Barthold%20Kuijken%22%20flute,Search Project MUSE for humanities scholarship.
SS0614,FM056,Barthold Kuijken,巴托爾德・奎肯,proquest,https://www.proquest.com/search?query=%22Barthold%20Kuijken%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0615,FM056,Barthold Kuijken,巴托爾德・奎肯,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0616,FM056,Barthold Kuijken,巴托爾德・奎肯,nfa_site,https://www.google.com/search?q=%22Barthold%20Kuijken%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0617,FM057,Frans Brüggen,弗蘭斯・布呂根,google_scholar,https://scholar.google.com/scholar?q=%22Frans%20Br%C3%BCggen%22%20flute,"Search Google Scholar for papers, citations and books."
SS0618,FM057,Frans Brüggen,弗蘭斯・布呂根,crossref,https://search.crossref.org/?q=%22Frans%20Br%C3%BCggen%22%20flute,Search Crossref for DOI-bearing publications.
SS0619,FM057,Frans Brüggen,弗蘭斯・布呂根,semantic_scholar,https://www.semanticscholar.org/search?q=%22Frans%20Br%C3%BCggen%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0620,FM057,Frans Brüggen,弗蘭斯・布呂根,worldcat_books,https://search.worldcat.org/search?q=%22Frans%20Br%C3%BCggen%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0621,FM057,Frans Brüggen,弗蘭斯・布呂根,worldcat_dissertations,https://search.worldcat.org/search?q=%22Frans%20Br%C3%BCggen%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0622,FM057,Frans Brüggen,弗蘭斯・布呂根,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Frans%20Br%C3%BCggen%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0623,FM057,Frans Brüggen,弗蘭斯・布呂根,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Frans%20Br%C3%BCggen%22%20flute,Search JSTOR for journals and book chapters.
SS0624,FM057,Frans Brüggen,弗蘭斯・布呂根,project_muse,https://muse.jhu.edu/search?action=search&query=%22Frans%20Br%C3%BCggen%22%20flute,Search Project MUSE for humanities scholarship.
SS0625,FM057,Frans Brüggen,弗蘭斯・布呂根,proquest,https://www.proquest.com/search?query=%22Frans%20Br%C3%BCggen%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0626,FM057,Frans Brüggen,弗蘭斯・布呂根,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0627,FM057,Frans Brüggen,弗蘭斯・布呂根,nfa_site,https://www.google.com/search?q=%22Frans%20Br%C3%BCggen%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0628,FM058,Stephen Preston,史蒂芬・普雷斯頓,google_scholar,https://scholar.google.com/scholar?q=%22Stephen%20Preston%22%20flute,"Search Google Scholar for papers, citations and books."
SS0629,FM058,Stephen Preston,史蒂芬・普雷斯頓,crossref,https://search.crossref.org/?q=%22Stephen%20Preston%22%20flute,Search Crossref for DOI-bearing publications.
SS0630,FM058,Stephen Preston,史蒂芬・普雷斯頓,semantic_scholar,https://www.semanticscholar.org/search?q=%22Stephen%20Preston%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0631,FM058,Stephen Preston,史蒂芬・普雷斯頓,worldcat_books,https://search.worldcat.org/search?q=%22Stephen%20Preston%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0632,FM058,Stephen Preston,史蒂芬・普雷斯頓,worldcat_dissertations,https://search.worldcat.org/search?q=%22Stephen%20Preston%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0633,FM058,Stephen Preston,史蒂芬・普雷斯頓,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Stephen%20Preston%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0634,FM058,Stephen Preston,史蒂芬・普雷斯頓,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Stephen%20Preston%22%20flute,Search JSTOR for journals and book chapters.
SS0635,FM058,Stephen Preston,史蒂芬・普雷斯頓,project_muse,https://muse.jhu.edu/search?action=search&query=%22Stephen%20Preston%22%20flute,Search Project MUSE for humanities scholarship.
SS0636,FM058,Stephen Preston,史蒂芬・普雷斯頓,proquest,https://www.proquest.com/search?query=%22Stephen%20Preston%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0637,FM058,Stephen Preston,史蒂芬・普雷斯頓,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0638,FM058,Stephen Preston,史蒂芬・普雷斯頓,nfa_site,https://www.google.com/search?q=%22Stephen%20Preston%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0639,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,google_scholar,https://scholar.google.com/scholar?q=%22Wilbert%20Hazelzet%22%20flute,"Search Google Scholar for papers, citations and books."
SS0640,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,crossref,https://search.crossref.org/?q=%22Wilbert%20Hazelzet%22%20flute,Search Crossref for DOI-bearing publications.
SS0641,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,semantic_scholar,https://www.semanticscholar.org/search?q=%22Wilbert%20Hazelzet%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0642,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,worldcat_books,https://search.worldcat.org/search?q=%22Wilbert%20Hazelzet%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0643,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,worldcat_dissertations,https://search.worldcat.org/search?q=%22Wilbert%20Hazelzet%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0644,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Wilbert%20Hazelzet%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0645,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Wilbert%20Hazelzet%22%20flute,Search JSTOR for journals and book chapters.
SS0646,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,project_muse,https://muse.jhu.edu/search?action=search&query=%22Wilbert%20Hazelzet%22%20flute,Search Project MUSE for humanities scholarship.
SS0647,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,proquest,https://www.proquest.com/search?query=%22Wilbert%20Hazelzet%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0648,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0649,FM059,Wilbert Hazelzet,威爾伯特・哈澤爾澤特,nfa_site,https://www.google.com/search?q=%22Wilbert%20Hazelzet%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0650,FM060,Rachel Brown,瑞秋・布朗,google_scholar,https://scholar.google.com/scholar?q=%22Rachel%20Brown%22%20flute,"Search Google Scholar for papers, citations and books."
SS0651,FM060,Rachel Brown,瑞秋・布朗,crossref,https://search.crossref.org/?q=%22Rachel%20Brown%22%20flute,Search Crossref for DOI-bearing publications.
SS0652,FM060,Rachel Brown,瑞秋・布朗,semantic_scholar,https://www.semanticscholar.org/search?q=%22Rachel%20Brown%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0653,FM060,Rachel Brown,瑞秋・布朗,worldcat_books,https://search.worldcat.org/search?q=%22Rachel%20Brown%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0654,FM060,Rachel Brown,瑞秋・布朗,worldcat_dissertations,https://search.worldcat.org/search?q=%22Rachel%20Brown%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0655,FM060,Rachel Brown,瑞秋・布朗,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Rachel%20Brown%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0656,FM060,Rachel Brown,瑞秋・布朗,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Rachel%20Brown%22%20flute,Search JSTOR for journals and book chapters.
SS0657,FM060,Rachel Brown,瑞秋・布朗,project_muse,https://muse.jhu.edu/search?action=search&query=%22Rachel%20Brown%22%20flute,Search Project MUSE for humanities scholarship.
SS0658,FM060,Rachel Brown,瑞秋・布朗,proquest,https://www.proquest.com/search?query=%22Rachel%20Brown%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0659,FM060,Rachel Brown,瑞秋・布朗,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0660,FM060,Rachel Brown,瑞秋・布朗,nfa_site,https://www.google.com/search?q=%22Rachel%20Brown%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0661,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,google_scholar,https://scholar.google.com/scholar?q=%22Lisa%20Beznosiuk%22%20flute,"Search Google Scholar for papers, citations and books."
SS0662,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,crossref,https://search.crossref.org/?q=%22Lisa%20Beznosiuk%22%20flute,Search Crossref for DOI-bearing publications.
SS0663,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,semantic_scholar,https://www.semanticscholar.org/search?q=%22Lisa%20Beznosiuk%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0664,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,worldcat_books,https://search.worldcat.org/search?q=%22Lisa%20Beznosiuk%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0665,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,worldcat_dissertations,https://search.worldcat.org/search?q=%22Lisa%20Beznosiuk%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0666,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Lisa%20Beznosiuk%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0667,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Lisa%20Beznosiuk%22%20flute,Search JSTOR for journals and book chapters.
SS0668,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,project_muse,https://muse.jhu.edu/search?action=search&query=%22Lisa%20Beznosiuk%22%20flute,Search Project MUSE for humanities scholarship.
SS0669,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,proquest,https://www.proquest.com/search?query=%22Lisa%20Beznosiuk%22%20flute,Search ProQuest for dissertations and scholarly databases; access may require login.
SS0670,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,rilm,https://www.rilm.org/,Use RILM Abstracts with the query text; RILM usually requires institutional access.
SS0671,FM061,Lisa Beznosiuk,麗莎・貝茲諾修克,nfa_site,https://www.google.com/search?q=%22Lisa%20Beznosiuk%22%20flute%20site%3Anfaonline.org,Search National Flute Association pages and publications.
SS0672,FM062,Claire Guimond,克萊兒・吉蒙,google_scholar,https://scholar.google.com/scholar?q=%22Claire%20Guimond%22%20flute,"Search Google Scholar for papers, citations and books."
SS0673,FM062,Claire Guimond,克萊兒・吉蒙,crossref,https://search.crossref.org/?q=%22Claire%20Guimond%22%20flute,Search Crossref for DOI-bearing publications.
SS0674,FM062,Claire Guimond,克萊兒・吉蒙,semantic_scholar,https://www.semanticscholar.org/search?q=%22Claire%20Guimond%22%20flute&sort=relevance,Search Semantic Scholar for papers and citations.
SS0675,FM062,Claire Guimond,克萊兒・吉蒙,worldcat_books,https://search.worldcat.org/search?q=%22Claire%20Guimond%22%20flute,"Search WorldCat for books, recordings, theses and library holdings."
SS0676,FM062,Claire Guimond,克萊兒・吉蒙,worldcat_dissertations,https://search.worldcat.org/search?q=%22Claire%20Guimond%22%20flute%20dissertation%20OR%20thesis,Search WorldCat for thesis/dissertation holdings.
SS0677,FM062,Claire Guimond,克萊兒・吉蒙,library_of_congress,https://catalog.loc.gov/vwebv/search?searchArg=%22Claire%20Guimond%22%20flute&searchCode=GKEY%5E*&searchType=0,Search Library of Congress catalogue.
SS0678,FM062,Claire Guimond,克萊兒・吉蒙,jstor,https://www.jstor.org/action/doBasicSearch?Query=%22Claire%20Guimond%22%20flute,Search JSTOR for journals and book chapters.
