recording_search_id,person_id,name_en,name_zh,search_type,url,purpose
RS0311,FM062,Claire Guimond,克萊兒・吉蒙,youtube_performance_search,https://www.youtube.com/results?search_query=Claire%20Guimond%20flute,"Find publicly available performances, interviews and masterclasses."
RS0312,FM062,Claire Guimond,克萊兒・吉蒙,spotify_search,https://open.spotify.com/search/Claire%20Guimond%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0313,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,musicbrainz_artist,https://musicbrainz.org/artist/6c1f2fd6-0bd5-4175-a90b-44372cbd05d1,MusicBrainz artist page for recordings and release groups.
RS0314,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,discogs_artist,https://www.discogs.com/artist/212308,Discogs artist page for commercial release data.
RS0315,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,worldcat_recordings,https://search.worldcat.org/search?q=Pierre-Yves%20Artaud%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0316,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,youtube_performance_search,https://www.youtube.com/results?search_query=Pierre-Yves%20Artaud%20flute,"Find publicly available performances, interviews and masterclasses."
RS0317,FM063,Pierre-Yves Artaud,皮耶-伊夫・阿爾托,spotify_search,https://open.spotify.com/search/Pierre-Yves%20Artaud%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0318,FM064,Patrick Gallois,帕特里克・加洛瓦,musicbrainz_artist,https://musicbrainz.org/artist/fd7ff1bd-cd0b-48da-ae72-9de37c6691e4,MusicBrainz artist page for recordings and release groups.
RS0319,FM064,Patrick Gallois,帕特里克・加洛瓦,discogs_artist,https://www.discogs.com/artist/1095207,Discogs artist page for commercial release data.
RS0320,FM064,Patrick Gallois,帕特里克・加洛瓦,worldcat_recordings,https://search.worldcat.org/search?q=Patrick%20Gallois%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0321,FM064,Patrick Gallois,帕特里克・加洛瓦,youtube_performance_search,https://www.youtube.com/results?search_query=Patrick%20Gallois%20flute,"Find publicly available performances, interviews and masterclasses."
RS0322,FM064,Patrick Gallois,帕特里克・加洛瓦,spotify_search,https://open.spotify.com/search/Patrick%20Gallois%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0323,FM065,Philippe Bernold,菲利普・貝爾諾,musicbrainz_artist,https://musicbrainz.org/artist/d71c2122-d5dd-4210-b825-bcd120d6c1b0,MusicBrainz artist page for recordings and release groups.
RS0324,FM065,Philippe Bernold,菲利普・貝爾諾,discogs_artist,https://www.discogs.com/artist/970909,Discogs artist page for commercial release data.
RS0325,FM065,Philippe Bernold,菲利普・貝爾諾,worldcat_recordings,https://search.worldcat.org/search?q=Philippe%20Bernold%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0326,FM065,Philippe Bernold,菲利普・貝爾諾,youtube_performance_search,https://www.youtube.com/results?search_query=Philippe%20Bernold%20flute,"Find publicly available performances, interviews and masterclasses."
RS0327,FM065,Philippe Bernold,菲利普・貝爾諾,spotify_search,https://open.spotify.com/search/Philippe%20Bernold%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0328,FM066,Emmanuel Pahud,艾曼紐・帕胡德,musicbrainz_artist,https://musicbrainz.org/artist/e9678a8c-4fcd-46ad-8f4e-3d17f6e3943f,MusicBrainz artist page for recordings and release groups.
RS0329,FM066,Emmanuel Pahud,艾曼紐・帕胡德,discogs_artist,https://www.discogs.com/artist/424582,Discogs artist page for commercial release data.
RS0330,FM066,Emmanuel Pahud,艾曼紐・帕胡德,worldcat_recordings,https://search.worldcat.org/search?q=Emmanuel%20Pahud%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0331,FM066,Emmanuel Pahud,艾曼紐・帕胡德,youtube_performance_search,https://www.youtube.com/results?search_query=Emmanuel%20Pahud%20flute,"Find publicly available performances, interviews and masterclasses."
RS0332,FM066,Emmanuel Pahud,艾曼紐・帕胡德,spotify_search,https://open.spotify.com/search/Emmanuel%20Pahud%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0333,FM067,Jacques Zoon,雅克・宗,musicbrainz_artist,https://musicbrainz.org/artist/124b21cb-a253-4834-80a3-a163bdea5b01,MusicBrainz artist page for recordings and release groups.
RS0334,FM067,Jacques Zoon,雅克・宗,discogs_artist,https://www.discogs.com/artist/754980,Discogs artist page for commercial release data.
RS0335,FM067,Jacques Zoon,雅克・宗,worldcat_recordings,https://search.worldcat.org/search?q=Jacques%20Zoon%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0336,FM067,Jacques Zoon,雅克・宗,youtube_performance_search,https://www.youtube.com/results?search_query=Jacques%20Zoon%20flute,"Find publicly available performances, interviews and masterclasses."
RS0337,FM067,Jacques Zoon,雅克・宗,spotify_search,https://open.spotify.com/search/Jacques%20Zoon%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0338,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,musicbrainz_artist,https://musicbrainz.org/artist/cdf92dca-6496-4610-a3f3-453db5e3b8d2,MusicBrainz artist page for recordings and release groups.
RS0339,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,discogs_artist,https://www.discogs.com/artist/2968108,Discogs artist page for commercial release data.
RS0340,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,worldcat_recordings,https://search.worldcat.org/search?q=Marina%20Piccinini%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0341,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,youtube_performance_search,https://www.youtube.com/results?search_query=Marina%20Piccinini%20flute,"Find publicly available performances, interviews and masterclasses."
RS0342,FM068,Marina Piccinini,瑪麗娜・皮奇尼尼,spotify_search,https://open.spotify.com/search/Marina%20Piccinini%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0343,FM069,Sharon Bezaly,莎朗・貝扎利,musicbrainz_artist,https://musicbrainz.org/artist/9091ade7-02a8-42b8-9fe5-78022a91398b,MusicBrainz artist page for recordings and release groups.
RS0344,FM069,Sharon Bezaly,莎朗・貝扎利,discogs_artist,https://www.discogs.com/artist/1160367,Discogs artist page for commercial release data.
RS0345,FM069,Sharon Bezaly,莎朗・貝扎利,worldcat_recordings,https://search.worldcat.org/search?q=Sharon%20Bezaly%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0346,FM069,Sharon Bezaly,莎朗・貝扎利,youtube_performance_search,https://www.youtube.com/results?search_query=Sharon%20Bezaly%20flute,"Find publicly available performances, interviews and masterclasses."
RS0347,FM069,Sharon Bezaly,莎朗・貝扎利,spotify_search,https://open.spotify.com/search/Sharon%20Bezaly%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0348,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,musicbrainz_artist,https://musicbrainz.org/artist/8681cbd4-8fb3-4043-a4d0-7cec3f3b6016,MusicBrainz artist page for recordings and release groups.
RS0349,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,discogs_search,https://www.discogs.com/search/?q=Denis%20Bouriakov%20flute&type=all,Search Discogs for commercial releases.
RS0350,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,worldcat_recordings,https://search.worldcat.org/search?q=Denis%20Bouriakov%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0351,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,youtube_performance_search,https://www.youtube.com/results?search_query=Denis%20Bouriakov%20flute,"Find publicly available performances, interviews and masterclasses."
RS0352,FM070,Denis Bouriakov,丹尼斯・布里亞科夫,spotify_search,https://open.spotify.com/search/Denis%20Bouriakov%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0353,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,musicbrainz_artist,https://musicbrainz.org/artist/59197783-9971-4393-9275-9c832e75b1f1,MusicBrainz artist page for recordings and release groups.
RS0354,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,discogs_artist,https://www.discogs.com/artist/413784,Discogs artist page for commercial release data.
RS0355,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,worldcat_recordings,https://search.worldcat.org/search?q=Andrea%20Lieberknecht%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0356,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,youtube_performance_search,https://www.youtube.com/results?search_query=Andrea%20Lieberknecht%20flute,"Find publicly available performances, interviews and masterclasses."
RS0357,FM071,Andrea Lieberknecht,安德烈亞・利伯克內希特,spotify_search,https://open.spotify.com/search/Andrea%20Lieberknecht%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0358,FM072,Felix Renggli,菲利克斯・倫格利,musicbrainz_search,https://musicbrainz.org/search?query=Felix%20Renggli%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0359,FM072,Felix Renggli,菲利克斯・倫格利,discogs_search,https://www.discogs.com/search/?q=Felix%20Renggli%20flute&type=all,Search Discogs for commercial releases.
RS0360,FM072,Felix Renggli,菲利克斯・倫格利,worldcat_recordings,https://search.worldcat.org/search?q=Felix%20Renggli%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0361,FM072,Felix Renggli,菲利克斯・倫格利,youtube_performance_search,https://www.youtube.com/results?search_query=Felix%20Renggli%20flute,"Find publicly available performances, interviews and masterclasses."
RS0362,FM072,Felix Renggli,菲利克斯・倫格利,spotify_search,https://open.spotify.com/search/Felix%20Renggli%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0363,FM073,Emily Beynon,艾蜜莉・貝農,musicbrainz_artist,https://musicbrainz.org/artist/f3d30c19-5ee7-4054-82b5-561bb3fd6d15,MusicBrainz artist page for recordings and release groups.
RS0364,FM073,Emily Beynon,艾蜜莉・貝農,discogs_artist,https://www.discogs.com/artist/902978,Discogs artist page for commercial release data.
RS0365,FM073,Emily Beynon,艾蜜莉・貝農,worldcat_recordings,https://search.worldcat.org/search?q=Emily%20Beynon%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0366,FM073,Emily Beynon,艾蜜莉・貝農,youtube_performance_search,https://www.youtube.com/results?search_query=Emily%20Beynon%20flute,"Find publicly available performances, interviews and masterclasses."
RS0367,FM073,Emily Beynon,艾蜜莉・貝農,spotify_search,https://open.spotify.com/search/Emily%20Beynon%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0368,FM074,Susan Milan,蘇珊・米蘭,musicbrainz_artist,https://musicbrainz.org/artist/3397494e-57f3-484b-a82d-16642088725f,MusicBrainz artist page for recordings and release groups.
RS0369,FM074,Susan Milan,蘇珊・米蘭,discogs_artist,https://www.discogs.com/artist/381053,Discogs artist page for commercial release data.
RS0370,FM074,Susan Milan,蘇珊・米蘭,worldcat_recordings,https://search.worldcat.org/search?q=Susan%20Milan%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0371,FM074,Susan Milan,蘇珊・米蘭,youtube_performance_search,https://www.youtube.com/results?search_query=Susan%20Milan%20flute,"Find publicly available performances, interviews and masterclasses."
RS0372,FM074,Susan Milan,蘇珊・米蘭,spotify_search,https://open.spotify.com/search/Susan%20Milan%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0373,FM075,Wissam Boustany,威薩姆・布斯塔尼,musicbrainz_artist,https://musicbrainz.org/artist/144b3120-df12-4179-8643-cfff77ec27ef,MusicBrainz artist page for recordings and release groups.
RS0374,FM075,Wissam Boustany,威薩姆・布斯塔尼,discogs_search,https://www.discogs.com/search/?q=Wissam%20Boustany%20flute&type=all,Search Discogs for commercial releases.
RS0375,FM075,Wissam Boustany,威薩姆・布斯塔尼,worldcat_recordings,https://search.worldcat.org/search?q=Wissam%20Boustany%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0376,FM075,Wissam Boustany,威薩姆・布斯塔尼,youtube_performance_search,https://www.youtube.com/results?search_query=Wissam%20Boustany%20flute,"Find publicly available performances, interviews and masterclasses."
RS0377,FM075,Wissam Boustany,威薩姆・布斯塔尼,spotify_search,https://open.spotify.com/search/Wissam%20Boustany%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0378,FM076,Gareth Davies,加雷斯・戴維斯,musicbrainz_search,https://musicbrainz.org/search?query=Gareth%20Davies%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0379,FM076,Gareth Davies,加雷斯・戴維斯,discogs_search,https://www.discogs.com/search/?q=Gareth%20Davies%20flute&type=all,Search Discogs for commercial releases.
RS0380,FM076,Gareth Davies,加雷斯・戴維斯,worldcat_recordings,https://search.worldcat.org/search?q=Gareth%20Davies%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0381,FM076,Gareth Davies,加雷斯・戴維斯,youtube_performance_search,https://www.youtube.com/results?search_query=Gareth%20Davies%20flute,"Find publicly available performances, interviews and masterclasses."
RS0382,FM076,Gareth Davies,加雷斯・戴維斯,spotify_search,https://open.spotify.com/search/Gareth%20Davies%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0383,FM077,Adam Walker,亞當・沃克,musicbrainz_search,https://musicbrainz.org/search?query=Adam%20Walker%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0384,FM077,Adam Walker,亞當・沃克,discogs_search,https://www.discogs.com/search/?q=Adam%20Walker%20flute&type=all,Search Discogs for commercial releases.
RS0385,FM077,Adam Walker,亞當・沃克,worldcat_recordings,https://search.worldcat.org/search?q=Adam%20Walker%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0386,FM077,Adam Walker,亞當・沃克,youtube_performance_search,https://www.youtube.com/results?search_query=Adam%20Walker%20flute,"Find publicly available performances, interviews and masterclasses."
RS0387,FM077,Adam Walker,亞當・沃克,spotify_search,https://open.spotify.com/search/Adam%20Walker%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0388,FM078,Lorna McGhee,洛娜・麥吉,musicbrainz_artist,https://musicbrainz.org/artist/e277339f-2cd5-4dac-beb9-09550ff77cb9,MusicBrainz artist page for recordings and release groups.
RS0389,FM078,Lorna McGhee,洛娜・麥吉,discogs_artist,https://www.discogs.com/artist/3399265,Discogs artist page for commercial release data.
RS0390,FM078,Lorna McGhee,洛娜・麥吉,worldcat_recordings,https://search.worldcat.org/search?q=Lorna%20McGhee%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0391,FM078,Lorna McGhee,洛娜・麥吉,youtube_performance_search,https://www.youtube.com/results?search_query=Lorna%20McGhee%20flute,"Find publicly available performances, interviews and masterclasses."
RS0392,FM078,Lorna McGhee,洛娜・麥吉,spotify_search,https://open.spotify.com/search/Lorna%20McGhee%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0393,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,musicbrainz_artist,https://musicbrainz.org/artist/19c8b988-af0d-45fd-ad5c-76fd6db6d786,MusicBrainz artist page for recordings and release groups.
RS0394,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,discogs_artist,https://www.discogs.com/artist/960483,Discogs artist page for commercial release data.
RS0395,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,worldcat_recordings,https://search.worldcat.org/search?q=Paul%20Edmund-Davies%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0396,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,youtube_performance_search,https://www.youtube.com/results?search_query=Paul%20Edmund-Davies%20flute,"Find publicly available performances, interviews and masterclasses."
RS0397,FM079,Paul Edmund-Davies,保羅・艾德蒙-戴維斯,spotify_search,https://open.spotify.com/search/Paul%20Edmund-Davies%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0398,FM080,Jeffrey Khaner,傑弗里・卡納,musicbrainz_artist,https://musicbrainz.org/artist/3bc57292-6464-447a-bcc9-8e6074776978,MusicBrainz artist page for recordings and release groups.
RS0399,FM080,Jeffrey Khaner,傑弗里・卡納,discogs_artist,https://www.discogs.com/artist/982018,Discogs artist page for commercial release data.
RS0400,FM080,Jeffrey Khaner,傑弗里・卡納,worldcat_recordings,https://search.worldcat.org/search?q=Jeffrey%20Khaner%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0401,FM080,Jeffrey Khaner,傑弗里・卡納,youtube_performance_search,https://www.youtube.com/results?search_query=Jeffrey%20Khaner%20flute,"Find publicly available performances, interviews and masterclasses."
RS0402,FM080,Jeffrey Khaner,傑弗里・卡納,spotify_search,https://open.spotify.com/search/Jeffrey%20Khaner%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0403,FM081,Mark Sparks,馬克・斯帕克斯,musicbrainz_search,https://musicbrainz.org/search?query=Mark%20Sparks%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0404,FM081,Mark Sparks,馬克・斯帕克斯,discogs_search,https://www.discogs.com/search/?q=Mark%20Sparks%20flute&type=all,Search Discogs for commercial releases.
RS0405,FM081,Mark Sparks,馬克・斯帕克斯,worldcat_recordings,https://search.worldcat.org/search?q=Mark%20Sparks%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0406,FM081,Mark Sparks,馬克・斯帕克斯,youtube_performance_search,https://www.youtube.com/results?search_query=Mark%20Sparks%20flute,"Find publicly available performances, interviews and masterclasses."
RS0407,FM081,Mark Sparks,馬克・斯帕克斯,spotify_search,https://open.spotify.com/search/Mark%20Sparks%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0408,FM082,Joshua Smith,約書亞・史密斯,musicbrainz_search,https://musicbrainz.org/search?query=Joshua%20Smith%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0409,FM082,Joshua Smith,約書亞・史密斯,discogs_search,https://www.discogs.com/search/?q=Joshua%20Smith%20flute&type=all,Search Discogs for commercial releases.
RS0410,FM082,Joshua Smith,約書亞・史密斯,worldcat_recordings,https://search.worldcat.org/search?q=Joshua%20Smith%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0411,FM082,Joshua Smith,約書亞・史密斯,youtube_performance_search,https://www.youtube.com/results?search_query=Joshua%20Smith%20flute,"Find publicly available performances, interviews and masterclasses."
RS0412,FM082,Joshua Smith,約書亞・史密斯,spotify_search,https://open.spotify.com/search/Joshua%20Smith%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0413,FM083,Amy Porter,艾米・波特,musicbrainz_search,https://musicbrainz.org/search?query=Amy%20Porter%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0414,FM083,Amy Porter,艾米・波特,discogs_search,https://www.discogs.com/search/?q=Amy%20Porter%20flute&type=all,Search Discogs for commercial releases.
RS0415,FM083,Amy Porter,艾米・波特,worldcat_recordings,https://search.worldcat.org/search?q=Amy%20Porter%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0416,FM083,Amy Porter,艾米・波特,youtube_performance_search,https://www.youtube.com/results?search_query=Amy%20Porter%20flute,"Find publicly available performances, interviews and masterclasses."
RS0417,FM083,Amy Porter,艾米・波特,spotify_search,https://open.spotify.com/search/Amy%20Porter%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0418,FM084,Alexa Still,亞歷克莎・史蒂爾,musicbrainz_artist,https://musicbrainz.org/artist/1c741872-62a9-4ced-b59f-7229513ad2af,MusicBrainz artist page for recordings and release groups.
RS0419,FM084,Alexa Still,亞歷克莎・史蒂爾,discogs_search,https://www.discogs.com/search/?q=Alexa%20Still%20flute&type=all,Search Discogs for commercial releases.
RS0420,FM084,Alexa Still,亞歷克莎・史蒂爾,worldcat_recordings,https://search.worldcat.org/search?q=Alexa%20Still%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0421,FM084,Alexa Still,亞歷克莎・史蒂爾,youtube_performance_search,https://www.youtube.com/results?search_query=Alexa%20Still%20flute,"Find publicly available performances, interviews and masterclasses."
RS0422,FM084,Alexa Still,亞歷克莎・史蒂爾,spotify_search,https://open.spotify.com/search/Alexa%20Still%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0423,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,musicbrainz_search,https://musicbrainz.org/search?query=Mary%20Karen%20Clardy%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0424,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,discogs_search,https://www.discogs.com/search/?q=Mary%20Karen%20Clardy%20flute&type=all,Search Discogs for commercial releases.
RS0425,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,worldcat_recordings,https://search.worldcat.org/search?q=Mary%20Karen%20Clardy%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0426,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,youtube_performance_search,https://www.youtube.com/results?search_query=Mary%20Karen%20Clardy%20flute,"Find publicly available performances, interviews and masterclasses."
RS0427,FM085,Mary Karen Clardy,瑪麗・凱倫・克拉迪,spotify_search,https://open.spotify.com/search/Mary%20Karen%20Clardy%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0428,FM086,Patricia George,派翠西亞・喬治,musicbrainz_search,https://musicbrainz.org/search?query=Patricia%20George%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0429,FM086,Patricia George,派翠西亞・喬治,discogs_search,https://www.discogs.com/search/?q=Patricia%20George%20flute&type=all,Search Discogs for commercial releases.
RS0430,FM086,Patricia George,派翠西亞・喬治,worldcat_recordings,https://search.worldcat.org/search?q=Patricia%20George%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0431,FM086,Patricia George,派翠西亞・喬治,youtube_performance_search,https://www.youtube.com/results?search_query=Patricia%20George%20flute,"Find publicly available performances, interviews and masterclasses."
RS0432,FM086,Patricia George,派翠西亞・喬治,spotify_search,https://open.spotify.com/search/Patricia%20George%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0433,FM087,Linda Chesis,琳達・切西斯,musicbrainz_search,https://musicbrainz.org/search?query=Linda%20Chesis%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0434,FM087,Linda Chesis,琳達・切西斯,discogs_search,https://www.discogs.com/search/?q=Linda%20Chesis%20flute&type=all,Search Discogs for commercial releases.
RS0435,FM087,Linda Chesis,琳達・切西斯,worldcat_recordings,https://search.worldcat.org/search?q=Linda%20Chesis%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0436,FM087,Linda Chesis,琳達・切西斯,youtube_performance_search,https://www.youtube.com/results?search_query=Linda%20Chesis%20flute,"Find publicly available performances, interviews and masterclasses."
RS0437,FM087,Linda Chesis,琳達・切西斯,spotify_search,https://open.spotify.com/search/Linda%20Chesis%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0438,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,musicbrainz_search,https://musicbrainz.org/search?query=Tara%20Helen%20O%27Connor%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0439,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,discogs_search,https://www.discogs.com/search/?q=Tara%20Helen%20O%27Connor%20flute&type=all,Search Discogs for commercial releases.
RS0440,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,worldcat_recordings,https://search.worldcat.org/search?q=Tara%20Helen%20O%27Connor%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0441,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,youtube_performance_search,https://www.youtube.com/results?search_query=Tara%20Helen%20O%27Connor%20flute,"Find publicly available performances, interviews and masterclasses."
RS0442,FM088,Tara Helen O'Connor,塔拉・海倫・奧康納,spotify_search,https://open.spotify.com/search/Tara%20Helen%20O%27Connor%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0443,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,musicbrainz_search,https://musicbrainz.org/search?query=Molly%20Alicia%20Barth%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0444,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,discogs_search,https://www.discogs.com/search/?q=Molly%20Alicia%20Barth%20flute&type=all,Search Discogs for commercial releases.
RS0445,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,worldcat_recordings,https://search.worldcat.org/search?q=Molly%20Alicia%20Barth%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0446,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,youtube_performance_search,https://www.youtube.com/results?search_query=Molly%20Alicia%20Barth%20flute,"Find publicly available performances, interviews and masterclasses."
RS0447,FM089,Molly Alicia Barth,莫莉・艾莉西亞・巴斯,spotify_search,https://open.spotify.com/search/Molly%20Alicia%20Barth%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0448,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,musicbrainz_search,https://musicbrainz.org/search?query=Alberto%20Almarza%20flute&type=artist&method=indexed,Search MusicBrainz for an artist recording authority.
RS0449,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,discogs_search,https://www.discogs.com/search/?q=Alberto%20Almarza%20flute&type=all,Search Discogs for commercial releases.
RS0450,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,worldcat_recordings,https://search.worldcat.org/search?q=Alberto%20Almarza%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0451,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,youtube_performance_search,https://www.youtube.com/results?search_query=Alberto%20Almarza%20flute,"Find publicly available performances, interviews and masterclasses."
RS0452,FM090,Alberto Almarza,阿爾貝托・阿爾馬薩,spotify_search,https://open.spotify.com/search/Alberto%20Almarza%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0453,FM091,Jasmine Choi,崔娜卿,musicbrainz_artist,https://musicbrainz.org/artist/5deae4f5-5424-4ff3-9d47-bd7cbe8e891a,MusicBrainz artist page for recordings and release groups.
RS0454,FM091,Jasmine Choi,崔娜卿,discogs_artist,https://www.discogs.com/artist/4773680,Discogs artist page for commercial release data.
RS0455,FM091,Jasmine Choi,崔娜卿,worldcat_recordings,https://search.worldcat.org/search?q=Jasmine%20Choi%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0456,FM091,Jasmine Choi,崔娜卿,youtube_performance_search,https://www.youtube.com/results?search_query=Jasmine%20Choi%20flute,"Find publicly available performances, interviews and masterclasses."
RS0457,FM091,Jasmine Choi,崔娜卿,spotify_search,https://open.spotify.com/search/Jasmine%20Choi%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0458,FM092,Shigenori Kudo,工藤重典,musicbrainz_artist,https://musicbrainz.org/artist/446b99b2-7c1f-4b9d-8736-76d24f958b41,MusicBrainz artist page for recordings and release groups.
RS0459,FM092,Shigenori Kudo,工藤重典,discogs_artist,https://www.discogs.com/artist/1092660,Discogs artist page for commercial release data.
RS0460,FM092,Shigenori Kudo,工藤重典,worldcat_recordings,https://search.worldcat.org/search?q=Shigenori%20Kudo%20flute%20recordings,Search library catalogues for recordings and media holdings.
RS0461,FM092,Shigenori Kudo,工藤重典,youtube_performance_search,https://www.youtube.com/results?search_query=Shigenori%20Kudo%20flute,"Find publicly available performances, interviews and masterclasses."
RS0462,FM092,Shigenori Kudo,工藤重典,spotify_search,https://open.spotify.com/search/Shigenori%20Kudo%20flute,Search streaming releases; verify against labels/catalogues before citation.
RS0463,FM093,Kazunori Seo,瀨尾和紀,musicbrainz_artist,https://musicbrainz.org/artist/331fd8c8-cb66-4c0e-939a-2710f2a198cd,MusicBrainz artist page for recordings and release groups.
RS0464,FM093,Kazunori Seo,瀨尾和紀,discogs_search,https://www.discogs.com/search/?q=Kazunori%20Seo%20flute&type=all,Search Discogs for commercial releases.
RS0465,FM093,Kazunori Seo,瀨尾和紀,worldcat_recordings,https://search.worldcat.org/search?q=Kazunori%20Seo%20flute%20recordings,Search library catalogues for recordings and media holdings.
